m_1932,386640,41
m_1932,386670,43
m_1932,386690,44
m_1932,386800,46
m_1932,386930,44
m_1932,387000,41
m_1932,387090,46
m_1932,387170,47
m_1932,387180,46
m_1932,387200,46
m_1932,387530,46
m_1932,387610,73
m_1932,387690,75
m_1932,387840,68
m_1932,387900,71
m_1932,387950,68
m_1932,387990,66
m_1932,388050,55
m_1932,388160,52
m_1932,388170,53
m_1932,388260,41
m_1932,388330,37
m_1932,388340,36
m_1932,388500,35
m_1932,388620,35
m_1932,388650,32
m_1932,388730,37
m_1932,388770,34
m_1932,388780,30
m_1932,388790,31
m_1932,388870,38
m_1932,388900,35
m_1932,389010,47
m_1932,389100,49
m_1932,389120,46
m_1932,389190,40
m_1932,389240,36
m_1932,389430,41
m_1932,389520,46
m_1932,389530,46
m_1932,389640,48
m_1932,389710,57
m_1932,389800,47
m_1932,389890,47
m_1932,390040,36
m_1932,390380,62
m_1932,390410,43
m_1932,390460,35
m_1932,390470,30
m_1932,390580,27
m_1932,390750,34
m_1932,390900,40
m_1932,391040,39
m_1932,391090,39
m_1932,391150,35
m_1932,391280,41
m_1932,391390,40
m_1932,391400,43
m_1932,391440,51
m_1932,391450,53
m_1932,391810,41
m_1932,391880,36
m_1932,391900,40
m_1932,392000,68
m_1932,392020,85
m_1932,392180,53
m_1932,392190,49
m_1932,392210,29
m_1932,392420,41
m_1932,392460,49
m_1932,392550,31
m_1932,392600,61
m_1932,392690,42
m_1932,392800,43
m_1932,392830,51
m_1932,392940,49
m_1932,393060,48
m_1932,393140,61
m_1932,393260,50
m_1932,393350,52
m_1932,393400,59
m_1932,393420,51
m_1932,393530,50
m_1932,393680,59
m_1932,393790,59
m_1932,393840,56
m_1932,393880,58
m_1932,393970,54
m_1932,394010,39
m_1932,394090,49
m_1932,394110,44
m_1932,394130,60
m_1932,394230,41
m_1932,394340,60
m_1932,394690,36
m_1932,394720,42
m_1932,394760,47
m_1932,394900,47
m_1932,395150,44
m_1932,395210,38
m_1932,395290,43
m_1932,395330,44
m_1932,395350,52
m_1932,395680,46
m_1932,395710,47
m_1932,395780,47
m_1932,395790,44
m_1932,395860,39
m_1932,395890,43
m_1932,395980,42
m_1932,396160,55
m_1932,396190,46
m_1932,396250,55
m_1932,396280,43
m_1932,396290,38
m_1932,396380,43
m_1932,396520,48
m_1932,396630,57
m_1932,396650,55
m_1932,396850,48
m_1932,396860,48
m_1932,396900,41
m_1932,397110,52
m_1932,397260,39
m_1932,397280,39
m_1932,397520,45
m_1932,397570,45
m_1932,397630,61
m_1932,397670,61
m_1932,397790,67
m_1932,397870,56
m_1932,398040,42
m_1932,398060,60
m_1932,398150,50
m_1932,398160,46
m_1932,398220,44
m_1932,398230,43
m_1932,398380,48
m_1932,398400,40
m_1932,398550,52
m_1932,398570,37
m_1932,398710,41
m_1932,398750,45
m_1932,398920,33
m_1932,398980,34
m_1932,399110,38
m_1932,399320,44
m_1932,399460,37
m_1932,399590,28
m_1932,399630,42
m_1932,399920,48
m_1932,400010,35
m_1932,400090,34
m_1932,400210,31
m_1932,400250,36
m_1932,400500,34
m_1932,400520,41
m_1932,400630,50
m_1932,400670,36
m_1932,400720,35
m_1932,400780,35
m_1932,400820,33
m_1932,400830,33
m_1932,400990,35
m_1932,401010,27
m_1932,401080,31
m_1932,401120,34
m_1932,401250,37
m_1932,401470,39
m_1932,401550,32
m_1932,401680,36
m_1932,401910,32
m_1932,401960,37
m_1932,402040,35
m_1932,402080,34
m_1932,402160,37
m_1932,402170,33
m_1932,402180,31
m_1932,402200,29
m_1932,402250,39
m_1932,402260,35
m_1932,402330,36
m_1932,402390,40
m_1932,402510,40
m_1932,402590,34
m_1932,402860,33
m_1932,402900,27
m_1932,402940,23
m_1932,402950,23
m_1932,403130,28
m_1932,403260,31
m_1932,403390,33
m_1932,403490,31
m_1932,403500,31
m_1932,403860,23
m_1932,403870,26
m_1932,404000,31
m_1932,404090,26
m_1932,404110,40
m_1932,404150,37
m_1932,404270,37
m_1932,404280,32
m_1932,404290,30
m_1932,404390,27
m_1932,404400,28
m_1932,404540,27
m_1932,404570,25
m_1932,404670,31
m_1932,404860,26
m_1932,404900,22
m_1932,405110,28
m_1932,405130,29
m_1932,405150,27
m_1932,405200,23
m_1932,405390,35
m_1932,405470,23
m_1932,405490,23
m_1932,405510,23
m_1932,405560,23
m_1932,405610,33
m_1932,405790,26
m_1932,405870,28
m_1932,405980,24
m_1932,406000,26
m_1932,406060,23
m_1932,406170,25
m_1932,406200,25
m_1932,406290,23
m_1932,406330,30
m_1932,406360,24
m_1932,406370,25
m_1932,406500,21
m_1932,406530,26
m_1932,406570,41
m_1932,406590,26
m_1932,406640,29
m_1932,406650,29
m_1932,406660,28
m_1932,406730,31
m_1932,406810,36
m_1932,407110,32
m_1932,407210,25
m_1932,407260,28
m_1932,407300,32
m_1932,407320,35
